"filename", "language", "C++", "Makefile", "Docker", "TypeScript", "JSON with Comments", "JSON", "JavaScript", "Python", "CSS", "TypeScript JSX", "comment", "blank", "total"
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/libhomecontroller/src/util/str.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/.eslintrc.json", "JSON", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/next.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 5
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/package.json", "JSON", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 32
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/postcss.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/contexts/device_context.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 51, 4, 58
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/contexts/error_context.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/devices/[id]/components/rgb_lights_panel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 4, 42, 240
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/devices/[id]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 23, 14, 91
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/devices/components/offline_device_component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 1, 22
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/devices/components/online_device_component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 7, 56
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/devices/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 13, 69
