"filename", "language", "C++", "Makefile", "Docker", "TypeScript", "JSON with Comments", "JSON", "JavaScript", "Python", "CSS", "TypeScript JSX", "comment", "blank", "total"
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/home/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 14, 76
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 4, 21
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/login/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 11, 84
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/app/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/api_requests.ts", "TypeScript", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 19, 28, 184
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/client_packet.ts", "TypeScript", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 6, 41, 180
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/device_states/rgb_lights_state.ts", "TypeScript", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 1, 40, 147
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/node.ts", "TypeScript", 0, 0, 0, 325, 0, 0, 0, 0, 0, 0, 6, 88, 419
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/state.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 22, 20, 86
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/util/bits.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 18, 64
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/src/deps/hc/util/exception.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/tailwind.config.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/josh/Desktop/Coding/C++/HomeController_v3/HomeController_v3-dev/web/homecontroller/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 2, 1, 28
"Total", "-", 4238, 219, 32, 1359, 38, 65, 8, 39, 3, 531, 541, 2222, 9295
